# posição x = 0.65 m;;
tempo [s];Z [m];w [m/s]
0.033;0.323661;-0.015848485
0.066;0.322716;-0.002575758
0.099;0.323399;0.005590909
0.132;0.323538;0.003472222
0.165;0.323521;0.003345118
0.198;0.323381;0.011324916
0.231;0.324693;0.009795455
0.264;0.324221;0.003388889
0.297;0.324256;0.013779461
0.33;0.32541;0.016579966
0.363;0.325393;0.018453704
0.396;0.32695;0.010526094
0.429;0.32597;0.003205387
0.462;0.327142;-0.004082492
0.495;0.326372;-0.026180135
0.528;0.324553;-0.024348485
0.561;0.324116;-0.004425926
0.594;0.324711;0.013990741
0.627;0.324641;0.035143939
0.66;0.325655;0.080793771
0.693;0.334962;0.000719697
0.726;0.32527;-0.068781145
0.759;0.325533;-0.015371212
0.792;0.326355;-0.00637963
0.825;0.32569;-0.009162458
0.858;0.325445;-0.011750842
0.891;0.325445;-0.025248316
0.924;0.322839;-0.013468013
0.957;0.324326;0.004431818
0.99;0.323906;0.004236532
1.023;0.324378;0.00809596
1.056;0.324308;0.012872896
1.089;0.325603;0.012739899
1.122;0.325008;0.011632155
1.155;0.325288;0.03270202
1.188;0.330011;-0.016246633
1.221;0.323923;-0.054499158
1.254;0.323171;-0.011691077
1.287;0.324098;0.012253367
1.32;0.325393;0.00312037
1.353;0.323678;0.003089226
1.386;0.325305;0.00875
1.419;0.325008;-0.003575758
1.452;0.324903;-0.011311448
1.485;0.323993;-0.012327441
1.518;0.323818;-0.003530303
1.551;0.323836;0.003701178
1.584;0.323941;0.012325758
1.617;0.325113;0.013574916
1.65;0.324833;0.010585017
1.683;0.324098;0.042410774
1.716;0.331131;-0.011777778
1.749;0.323976;-0.080242424
1.782;0.321054;-0.028260101
1.815;0.323556;-0.004549663
1.848;0.321824;-0.001356902
1.881;0.322226;0.031648148
1.914;0.324046;0.05544697
1.947;0.325358;0.08418771
1.98;0.333248;0.01703367
2.013;0.326967;-0.060747475
2.046;0.324798;-0.024711279
2.079;0.325725;0.008449495
2.112;0.326827;0.007936027
2.145;0.326442;-0.002616162
2.178;0.3266;-0.012685185
2.211;0.324536;0.002388889
2.244;0.3273;0.004076599
2.277;0.32639;-0.032767677
2.31;0.323521;-0.028819024
2.343;0.323836;-0.005569024
2.376;0.323783;0.006038721
2.409;0.323836;0.02612963
2.442;0.325988;0.029218855
2.475;0.326163;0.018552189
2.508;0.327737;-0.006348485
2.541;0.325743;-0.029834175
2.574;0.324361;-0.017706229
2.607;0.324955;-0.013594276
2.64;0.324553;-0.032904882
2.673;0.321772;-0.028356902
2.706;0.321772;6.99E-05
2.739;0.323066;0.000878788
2.772;0.321369;0.013285354
2.805;0.322944;0.044872896
2.838;0.325708;0.038771886
2.871;0.326845;-0.003507576
2.904;0.324693;-0.025594276
2.937;0.324046;-0.01466835
2.97;0.323031;0.017372896
3.003;0.32576;0.033530303
3.036;0.326495;0.01478367
3.069;0.326652;-0.002987374
3.102;0.325533;-0.002927609
3.135;0.326075;0.009704545
3.168;0.327195;-0.004022727
3.201;0.325375;-0.007617003
3.234;0.326897;-0.015575758
3.267;0.324081;-0.016031987
3.3;0.325148;0.000251684
3.333;0.325358;-0.014282828
3.366;0.323941;-0.020777778
3.399;0.323049;-0.003170875
3.432;0.323888;0.012482323
3.465;0.323958;0.022843434
3.498;0.326058;0.012945286
3.531;0.325655;-0.020234007
3.564;0.323731;-0.025017677
3.597;0.323626;-0.016686027
3.63;0.321789;0.015738215
3.663;0.325305;0.028523569
3.696;0.324763;0.009000842
3.729;0.326145;-0.018255051
3.762;0.323294;-0.037151515
3.795;0.322244;-0.013787879
3.828;0.322506;0.007172559
3.861;0.323049;0.01837963
3.894;0.324763;-0.001428451
3.927;0.323014;-0.021148148
3.96;0.322506;-0.016272727
3.993;0.320862;0.020075758
4.026;0.324256;0.046579966
4.059;0.324606;0.049859428
4.092;0.328087;0.034954545
4.125;0.327912;-0.007572391
4.158;0.32611;-0.011724747
4.191;0.327072;-0.013195286
4.224;0.325655;-0.021628788
4.257;0.325533;-0.028463805
4.29;0.323643;-0.029138047
4.323;0.323469;-0.021906566
4.356;0.321212;0.008524411
4.389;0.324361;0.031226431
4.422;0.325025;0.008845118
4.455;0.323486;0.017756734
4.488;0.326372;0.019140572
4.521;0.326372;-0.017739057
4.554;0.324151;-0.027327441
4.587;0.323748;-0.014088384
4.62;0.323154;0.003864478
4.653;0.324291;0.011340909
4.686;0.324851;-0.005743266
4.719;0.323976;-0.024224747
4.752;0.321667;-0.001326599
4.785;0.324221;0.014219697
4.818;0.323241;0.011038721
4.851;0.32534;-0.00262037
4.884;0.323486;-0.025601852
4.917;0.321562;0.005643098
4.95;0.324326;0.024486532
4.983;0.324553;0.008114478
5.016;0.324746;-0.008392256
5.049;0.323731;-0.016435185
5.082;0.322839;-0.000400673
5.115;0.323451;0.021625421
5.148;0.32527;0.017903199
5.181;0.325025;0.002568182
5.214;0.324676;0.01029798
5.247;0.325323;0.021392256
5.28;0.32562;0.038474747
5.313;0.331953;-0.044958754
5.346;0.321404;-0.093539562
5.379;0.320879;-0.015447811
5.412;0.322541;0.015037879
5.445;0.323101;0.016143939
5.478;0.323591;0.00773569
5.511;0.323259;0.007936027
5.544;0.323993;0.012531145
5.577;0.324291;0.010694444
5.61;0.324781;0.006680976
5.643;0.32513;-0.00645202
5.676;0.323591;0.000579966
5.709;0.324851;0.015816498
5.742;0.325358;0.01260101
5.775;0.32576;0.003770202
5.808;0.325778;-0.010467172
5.841;0.325358;-0.028994108
5.874;0.322769;-0.019776936
5.907;0.323801;-0.003888889
5.94;0.323871;-0.019497475
5.973;0.321999;-0.023353535
6.006;0.321317;-0.00125
6.039;0.322769;0.002590067
6.072;0.321107;0.014749158
6.105;0.323678;0.027622896
6.138;0.323801;0.016197811
6.171;0.323888;0.022617845
6.204;0.32653;-0.00303367
6.237;0.323853;-0.029907407
6.27;0.322891;-0.014689394
6.303;0.323119;-0.001467172
6.336;0.323329;0.001159933
6.369;0.322646;0.013973064
6.402;0.324466;0.019542088
6.435;0.324763;0.001325758
6.468;0.324326;-0.012147306
6.501;0.324291;-0.030765993
6.534;0.321229;-0.018733165
6.567;0.322174;0.016788721
6.6;0.323556;0.020646465
6.633;0.323871;0.013061448
6.666;0.324588;-0.002752525
6.699;0.323469;-0.012771044
6.732;0.323573;-0.014658249
6.765;0.322471;-0.014885522
6.798;0.321719;0.004525253
6.831;0.324046;-0.007037879
6.864;0.321859;-0.029512626
6.897;0.319812;0.004860269
6.93;0.321929;0.044947811
6.963;0.324886;0.030319865
6.996;0.324343;0.002295455
7.029;0.324326;-0.009911616
7.062;0.322611;0.006758418
7.095;0.325533;0.006907407
7.128;0.323801;-0.011417508
7.161;0.323678;-0.002536195
7.194;0.323783;0.003465488
7.227;0.323941;0.010638889
7.26;0.324536;0.015919192
7.293;0.325078;0.022012626
7.326;0.325463;0.037031145
7.359;0.327317;0.051726431
7.392;0.331463;0.000263468
7.425;0.327002;-0.04451431
7.458;0.326215;-0.027992424
7.491;0.32597;-0.025771044
7.524;0.323853;0.003226431
7.557;0.32618;0.023462963
7.59;0.324571;0.05460101
7.623;0.333877;-0.017260101
7.656;0.323906;-0.100441919
7.689;0.321404;-0.034942761
7.722;0.323661;-0.013587542
7.755;0.321842;-0.017819865
7.788;0.321369;-0.003449495
7.821;0.321404;0.015097643
7.854;0.323364;0.010972222
7.887;0.322139;0.005017677
7.92;0.322751;0.020941077
7.953;0.324116;0.020443603
7.986;0.324711;0.004651515
8.019;0.324448;-0.011296296
8.052;0.323084;-0.005569024
8.085;0.323678;0.012691919
8.118;0.325288;-0.00225
8.151;0.322699;0.001704545
8.184;0.3252;0.010526094
8.217;0.324238;-0.002218855
8.25;0.324221;0.004612795
8.283;0.325533;-0.013093434
8.316;0.322961;-0.017760943
8.349;0.323241;0.006673401
8.382;0.323976;0.015406566
8.415;0.324501;0.018082492
8.448;0.32611;-0.005993266
8.481;0.323049;-0.004475589
8.514;0.325813;-0.00134596
8.547;0.323678;-0.012990741
8.58;0.323801;0.004638889
8.613;0.324168;0.015595118
8.646;0.325428;0.011840067
8.679;0.325305;-0.00347138
8.712;0.324816;-0.01058165
8.745;0.324466;-0.012825758
8.778;0.324291;-0.019674242
8.811;0.322559;-0.008540404
8.844;0.323154;0.015712121
8.877;0.324081;0.025621212
8.91;0.326058;0.004796296
8.943;0.324133;-0.012887205
8.976;0.323871;0.004361111
9.009;0.325638;-0.006599327
9.042;0.322856;-0.000664983
9.075;0.325323;0.009509259
9.108;0.323783;0.012055556
9.141;0.326442;0.005523569
9.174;0.324413;-0.01030303
9.207;0.325218;-0.012632997
9.24;0.324063;-0.026164141
9.273;0.323259;-0.028683502
9.306;0.321474;-0.014091751
9.339;0.321807;0.015477273
9.372;0.323871;0.010139731
9.405;0.322121;0.011308923
9.438;0.324291;0.019527778
9.471;0.324028;0.011739057
9.504;0.324466;0.0165867
9.537;0.326058;-0.003430976
9.57;0.324431;-0.025744949
9.603;0.323136;-0.015922559
9.636;0.323206;0.002135522
9.669;0.323521;0.015861953
9.702;0.324186;0.027743266
9.735;0.325865;0.021855219
9.768;0.326268;0.003169192
9.801;0.325813;-0.009691919
9.834;0.323556;0.024633838
9.867;0.329644;0.005978114
9.9;0.325743;-0.056948653
9.933;0.322226;-0.0293367
9.966;0.324448;-0.010790404
9.999;0.322244;-0.005474747
10.032;0.322559;0.031541246
10.065;0.326215;0.020287879
10.098;0.324273;-0.001887205
10.131;0.324483;0.012073232
10.164;0.326407;-0.005902357
10.197;0.324046;-0.019111111
10.23;0.324203;-0.008613636
10.263;0.323346;0.007677609
10.296;0.324816;0.019851852
10.329;0.325323;0.011320707
10.362;0.32618;-0.014255051
10.395;0.323906;-0.027212121
10.428;0.323696;-0.019335017
10.461;0.322524;-0.005436027
10.494;0.323241;0.012807239
10.527;0.323608;0.021826599
10.56;0.324711;0.026273569
10.593;0.32632;0.002338384
10.626;0.325008;-0.024419192
10.659;0.324028;-0.031575758
10.692;0.322086;-0.013618687
10.725;0.323101;0.006354377
10.758;0.323154;0.0070867
10.791;0.324046;-0.006025253
10.824;0.322891;-0.023279461
10.857;0.321527;-0.013939394
10.89;0.322017;-0.001073232
10.923;0.321527;0.011574074
10.956;0.322017;0.039594276
10.989;0.325393;0.033053872
11.022;0.325043;0.00298569
11.055;0.324693;-0.004522727
11.088;0.324553;-0.00469697
11.121;0.323766;0.011175926
11.154;0.325935;0.010746633
11.187;0.32548;-0.016330808
11.22;0.323521;-0.011619529
