# posição x = 0.37 m;;
tempo [s];Z [m];w [m/s]
0.033;0.332368;0.038752525
0.066;0.334937;-0.004469697
0.099;0.332823;-0.039847475
0.132;0.330901;-0.037002525
0.165;0.33001;-0.021531987
0.198;0.329084;0.007995791
0.231;0.331285;0.016731481
0.264;0.330324;0.017956229
0.297;0.332578;0.016148148
0.33;0.331914;-0.000353535
0.363;0.331215;0.017900673
0.396;0.334168;0.01043266
0.429;0.3316;0.01012037
0.462;0.334238;0.026000842
0.495;0.334535;0.008942761
0.528;0.333347;0.027931818
0.561;0.338152;-8.58586E-05
0.594;0.333155;-0.023692761
0.627;0.335479;-0.017830808
0.66;0.333032;-0.035860269
0.693;0.33139;-0.006614478
0.726;0.333557;-0.004561448
0.759;0.331145;-0.001252525
0.792;0.333574;-0.000510101
0.825;0.330639;0.009400673
0.858;0.333644;0.030680976
0.891;0.335077;-0.009146465
0.924;0.332299;-0.031052189
0.957;0.331477;-0.015723906
0.99;0.332299;-0.018679293
1.023;0.330184;-0.01789899
1.056;0.329643;0.017933502
1.089;0.332491;0.025107744
1.122;0.331897;0.011678451
1.155;0.333225;-0.002400673
1.188;0.332718;-0.036025253
1.221;0.328227;-0.00302862
1.254;0.332194;0.03923064
1.287;0.333784;0.007737374
1.32;0.331338;0.003200337
1.353;0.333958;-0.000151515
1.386;0.332421;-0.027798822
1.419;0.329782;0.002044613
1.452;0.334273;-0.010761785
1.485;0.329538;-0.032342593
1.518;0.330359;-0.010504209
1.551;0.329555;-0.001984007
1.584;0.329905;0.016150673
1.617;0.330254;0.039256734
1.65;0.333854;0.026695286
1.683;0.331949;0.01177862
1.716;0.334273;0.005162458
1.749;0.33291;-0.013970539
1.782;0.332159;-0.000998316
1.815;0.332823;0.008423401
1.848;0.333661;-0.007340067
1.881;0.333382;-0.05014899
1.914;0.329346;-0.062921717
1.947;0.327598;-0.02929798
1.98;0.327092;0.013973906
2.013;0.329835;0.022703704
2.046;0.329782;-0.001161616
2.079;0.328542;0.003447811
2.112;0.329276;0.024551347
2.145;0.331303;0.021194444
2.178;0.331338;-0.000830808
2.211;0.329485;0.021335859
2.244;0.333574;0.025034512
2.277;0.331023;0.027608586
2.31;0.335339;0.025973064
2.343;0.335199;-0.033215488
2.376;0.33111;-0.035787879
2.409;0.330149;0.02431229
2.442;0.334797;0.033813131
2.475;0.335583;-0.037004209
2.508;0.329887;-0.050178451
2.541;0.330132;-0.006439394
2.574;0.33139;-0.00281229
2.607;0.329817;0.0028367
2.64;0.330918;0.019960438
2.673;0.331984;0.017723064
2.706;0.331949;0.017218855
2.739;0.332665;0.023146465
2.772;0.334622;-0.002308923
2.805;0.333032;-0.03763468
2.838;0.331215;-0.045590067
2.871;0.32814;-0.004042929
2.904;0.331477;0.027213805
2.937;0.331967;0.00231229
2.97;0.330656;-0.001808081
3.003;0.332596;-0.02488468
3.036;0.327983;-0.018405724
3.069;0.330813;0.004569865
3.102;0.329433;5.63973E-05
3.135;0.329817;0.018558923
3.168;0.331372;0.014919192
3.201;0.33146;-0.004080808
3.234;0.330639;-0.010896465
3.267;0.330132;-0.00173569
3.3;0.330237;0.017473064
3.333;0.332229;0.01287963
3.366;0.330621;0.015672559
3.399;0.333399;0.010707071
3.432;0.332683;-0.024149832
3.465;0.330883;-0.035387205
3.498;0.328437;0.002648148
3.531;0.332735;0.004285354
3.564;0.328787;-0.000892256
3.597;0.331565;0.015894781
3.63;0.332578;-0.033583333
3.663;0.32793;-0.043828283
3.696;0.327616;0.000707912
3.729;0.329066;0.02812037
3.762;0.328874;0.060164983
3.795;0.333294;0.072063973
3.828;0.338571;-0.034032828
3.861;0.328489;-0.076782828
3.894;0.327686;0.025408249
3.927;0.335444;-0.000219697
3.96;0.329171;-0.06083165
3.993;0.329084;-0.067498316
4.026;0.32316;-0.027582492
4.059;0.327039;0.021577441
4.092;0.326812;0.009153199
4.125;0.328158;-0.015238215
4.158;0.324715;-0.015343434
4.191;0.325222;0.034669192
4.224;0.329381;0.026279461
4.257;0.327528;0.003393098
4.29;0.327895;0.015478956
4.323;0.329084;0.016095118
4.356;0.330534;-0.013829125
4.389;0.326148;0.00421633
4.422;0.328891;0.065376263
4.455;0.334535;0.024287879
4.488;0.331338;-0.04166835
4.521;0.328856;-0.034477273
4.554;0.329241;-0.024473906
4.587;0.326707;0.0023367
4.62;0.330289;0.002297138
4.653;0.327948;-0.02588468
4.686;0.327406;-0.020502525
4.719;0.325921;0.004753367
4.752;0.326795;0.046179293
4.785;0.331075;0.032223064
4.818;0.332054;-0.056929293
4.851;0.322479;-0.024544613
4.884;0.328682;0.054872896
4.917;0.329992;0.035311448
4.95;0.331233;0.003952862
4.983;0.33111;-0.053143098
5.016;0.325152;-0.035930135
5.049;0.327703;0.01404798
5.082;0.327144;0.037405724
5.115;0.330237;0.050462963
5.148;0.332613;0.012588384
5.181;0.330359;-0.011073232
5.214;0.327913;0.057834175
5.247;0.339253;0.004693603
5.28;0.329241;-0.073022727
5.313;0.329014;-0.025796296
5.346;0.330272;-0.037622054
5.379;0.328682;-0.094378788
5.412;0.319701;-0.041901515
5.445;0.326166;0.010692761
5.478;0.320802;0.052398148
5.511;0.330289;0.07254798
5.544;0.328245;0.018101852
5.577;0.328192;0.045402357
5.61;0.332823;0.02488468
5.643;0.330481;-0.004548822
5.676;0.332962;-0.04247138
5.709;0.3251;-0.014599327
5.742;0.330866;0.043502525
5.775;0.332036;0.002500842
5.808;0.329678;-0.01398569
5.841;0.32959;0.004280303
5.874;0.333155;-0.045504209
5.907;0.323632;-0.020076599
5.94;0.32987;0.05366835
5.973;0.331023;0.023546296
6.006;0.331093;0.001897306
6.039;0.333015;-0.070363636
6.072;0.321972;-0.020018519
6.105;0.331652;0.030518519
6.138;0.32648;0.013825758
6.171;0.333347;-0.031711279
6.204;0.325781;-0.11137037
6.237;0.322758;-0.09920202
6.27;0.317272;-0.034324916
6.303;0.322269;-0.010512626
6.336;0.318443;-0.034930135
6.369;0.318984;-0.039503367
6.402;0.314075;-0.000396465
6.435;0.320417;0.019718013
6.468;0.31521;0.04351936
6.501;0.3186;0.156694444
6.534;0.332805;0.085772727
6.567;0.330848;-0.139736532
6.6;0.31058;-0.043623737
6.633;0.325973;0.114821549
6.666;0.327109;0.06031734
6.699;0.327738;0.034414983
6.732;0.329782;-0.010894781
6.765;0.329014;-0.086523569
6.798;0.318285;-0.016074074
6.831;0.328018;0.047142256
6.864;0.326952;-0.029208754
