tempo [s];Z [m];w [m/s];arquivo_origem
148.17;0.32709;-0.023296296;x0.65.csv
148.203;0.323451;-0.012563131;x0.65.csv
148.236;0.325935;0.007128788;x0.65.csv
148.269;0.325848;-0.016344276;x0.65.csv
148.302;0.323836;-0.016894781;x0.65.csv
148.335;0.323643;0.006803872;x0.65.csv
148.368;0.325988;-0.007244108;x0.65.csv
148.401;0.323066;-0.01802862;x0.65.csv
148.434;0.322996;0.013116162;x0.65.csv
148.467;0.324955;0.018228114;x0.65.csv
148.5;0.32541;-0.00616835;x0.65.csv
148.533;0.323958;-0.018741582;x0.65.csv
148.566;0.323241;-0.006355219;x0.65.csv
148.599;0.323976;0.000991582;x0.65.csv
148.632;0.323189;0.011382997;x0.65.csv
148.665;0.323906;0.038017677;x0.65.csv
148.698;0.327212;0.022605219;x0.65.csv
148.731;0.326198;-0.013545455;x0.65.csv
148.764;0.325533;-0.029499158;x0.65.csv
148.797;0.323171;-0.016760943;x0.65.csv
148.83;0.324413;6.06e-05;x0.65.csv
148.863;0.324501;-0.014667508;x0.65.csv
148.896;0.322471;-0.006569024;x0.65.csv
148.929;0.323486;0.015024411;x0.65.csv
148.962;0.324641;0.00895202;x0.65.csv
148.995;0.323818;0.00696633;x0.65.csv
149.028;0.324781;0.008941919;x0.65.csv
149.061;0.325218;-0.008452862;x0.65.csv
149.094;0.324291;-0.026212121;x0.65.csv
149.127;0.322559;-0.019367845;x0.65.csv
149.16;0.322786;-0.003150673;x0.65.csv
149.193;0.322594;0.008192761;x0.65.csv
149.226;0.323189;0.022532828;x0.65.csv
149.259;0.324466;0.022603535;x0.65.csv
149.292;0.324676;0.018947811;x0.65.csv
149.325;0.32681;-0.012878788;x0.65.csv
149.358;0.323608;-0.036244949;x0.65.csv
149.391;0.322751;-0.015049663;x0.65.csv
149.424;0.322646;0.007643098;x0.65.csv
149.457;0.324028;0.011650673;x0.65.csv
149.49;0.323801;0.002900673;x0.65.csv
149.523;0.323818;0.004460438;x0.65.csv
149.556;0.323853;0.010844276;x0.65.csv
149.589;0.324466;0.018869529;x0.65.csv
149.622;0.326163;-0.000254209;x0.65.csv
149.655;0.323993;-0.009457912;x0.65.csv
149.688;0.324903;-0.00329798;x0.65.csv
149.721;0.324623;-0.015916667;x0.65.csv
149.754;0.323486;-0.015943603;x0.65.csv
149.787;0.322909;0.000974747;x0.65.csv
149.82;0.323259;0.023939394;x0.65.csv
149.853;0.32541;0.023131313;x0.65.csv
149.886;0.325743;-0.003873737;x0.65.csv
149.919;0.323783;0.00064899;x0.65.csv
149.952;0.325988;0.00176936;x0.65.csv
149.985;0.324763;-0.018732323;x0.65.csv
150.018;0.323766;-0.016125421;x0.65.csv
150.051;0.324623;-0.032175926;x0.65.csv
150.084;0.320967;-0.028127104;x0.65.csv
150.117;0.320949;0.019984848;x0.65.csv
150.15;0.324396;0.015201178;x0.65.csv
150.183;0.322524;-0.005021044;x0.65.csv
150.216;0.322944;0.000556397;x0.65.csv
150.249;0.322576;0.006729798;x0.65.csv
150.282;0.323189;0.018762626;x0.65.csv
150.315;0.324763;0.007040404;x0.65.csv
150.348;0.323469;0.000309764;x0.65.csv
150.381;0.323556;0.021085017;x0.65.csv
150.414;0.325848;0.017270202;x0.65.csv
150.447;0.32583;-0.013300505;x0.65.csv
150.48;0.323626;-0.011546296;x0.65.csv
150.513;0.324343;0.009334175;x0.65.csv
150.546;0.325305;0.004732323;x0.65.csv
150.579;0.324851;-0.005488215;x0.65.csv
150.612;0.324763;-0.011572391;x0.65.csv
150.645;0.323469;-0.00075;x0.65.csv
150.678;0.324606;0.015026094;x0.65.csv
150.711;0.32513;0.014290404;x0.65.csv
150.744;0.32499;0.024445286;x0.65.csv
150.777;0.327072;0.022935185;x0.65.csv
150.81;0.327475;-0.003088384;x0.65.csv
150.843;0.326425;-0.017671717;x0.65.csv
150.876;0.325603;-0.013036195;x0.65.csv
150.909;0.325445;-0.002743266;x0.65.csv
150.942;0.325725;-0.000839226;x0.65.csv
150.975;0.325655;-0.005548822;x0.65.csv
151.008;0.325428;-0.014416667;x0.65.csv
151.041;0.324063;-0.005097643;x0.65.csv
151.074;0.32583;-0.014637205;x0.65.csv
151.107;0.322331;-0.005487374;x0.65.csv
151.14;0.326023;-0.010656566;x0.65.csv
151.173;0.322069;-0.024973906;x0.65.csv
151.206;0.323154;-0.007100168;x0.65.csv
151.239;0.321789;0.005809764;x0.65.csv
151.272;0.323608;0.018509259;x0.65.csv
151.305;0.323661;0.010867845;x0.65.csv
151.338;0.324063;0.007008418;x0.65.csv
151.371;0.324483;-0.005153199;x0.65.csv
151.404;0.323888;-0.018858586;x0.65.csv
151.437;0.321877;0.002048822;x0.65.csv
151.47;0.324413;0.013898148;x0.65.csv
151.503;0.323661;0.002648148;x0.65.csv
151.536;0.324238;-0.00380303;x0.65.csv
151.569;0.323888;-0.023531987;x0.65.csv
151.602;0.322576;-0.03477862;x0.65.csv
151.635;0.320827;-0.02488468;x0.65.csv
151.668;0.319917;0.011912458;x0.65.csv
151.701;0.322856;0.017409091;x0.65.csv
151.734;0.321702;0.003945286;x0.65.csv
151.767;0.322401;0.005164983;x0.65.csv
151.8;0.322471;-0.002984007;x0.65.csv
151.833;0.321947;-0.002957912;x0.65.csv
151.866;0.321859;0.006842593;x0.65.csv
151.899;0.322926;0.004635522;x0.65.csv
151.932;0.322121;0.005040404;x0.65.csv
151.965;0.322769;0.016220539;x0.65.csv
151.998;0.323154;0.027096801;x0.65.csv
152.031;0.325463;0.014887205;x0.65.csv
152.064;0.324221;-0.002105219;x0.65.csv
152.097;0.324571;-0.000207912;x0.65.csv
152.13;0.324798;-0.010617003;x0.65.csv
152.163;0.323364;-0.006685185;x0.65.csv
152.196;0.324011;0.006223906;x0.65.csv
152.229;0.324343;0.006005892;x0.65.csv
152.262;0.324046;0.01348569;x0.65.csv
152.295;0.32541;0.01376431;x0.65.csv
152.328;0.32548;-0.000293771;x0.65.csv
152.361;0.325375;-0.015779461;x0.65.csv
152.394;0.324361;-0.027191077;x0.65.csv
152.427;0.323364;-0.029511785;x0.65.csv
152.46;0.321509;-0.007408249;x0.65.csv
152.493;0.323119;0.010204545;x0.65.csv
152.526;0.322856;0.007467172;x0.65.csv
152.559;0.323294;0.009957912;x0.65.csv
152.592;0.324571;-0.013507576;x0.65.csv
152.625;0.321474;-0.012681818;x0.65.csv
152.658;0.322839;0.010347643;x0.65.csv
152.691;0.323503;1.01e-05;x0.65.csv
152.724;0.322751;-0.008775253;x0.65.csv
152.757;0.322786;-0.013074074;x0.65.csv
152.79;0.321439;-0.000981481;x0.65.csv
152.823;0.321702;0.032838384;x0.65.csv
152.856;0.324518;0.039591751;x0.65.csv
152.889;0.326792;-0.017288721;x0.65.csv
152.922;0.322034;-0.040805556;x0.65.csv
152.955;0.322226;-0.014063131;x0.65.csv
152.988;0.321684;0.002712121;x0.65.csv
153.021;0.322821;0.009296296;x0.65.csv
153.054;0.322874;-0.002588384;x0.65.csv
153.087;0.322139;-0.002281987;x0.65.csv
153.12;0.322629;0.002268519;x0.65.csv
153.153;0.322454;0.00376936;x0.65.csv
153.186;0.322279;0.019276936;x0.65.csv
153.219;0.324466;0.023796296;x0.65.csv
153.252;0.323521;0.032617003;x0.65.csv
153.285;0.324256;0.089709596;x0.65.csv
153.318;0.334315;0.022043771;x0.65.csv
153.351;0.326985;-0.077090067;x0.65.csv
153.384;0.324151;-0.048732323;x0.65.csv
153.417;0.324203;-0.021563973;x0.65.csv
153.45;0.323573;-0.008701178;x0.65.csv
153.483;0.323626;-0.003191077;x0.65.csv
153.516;0.323976;-0.012106061;x0.65.csv
153.549;0.322366;-0.009512626;x0.65.csv
153.582;0.322244;0.018175084;x0.65.csv
153.615;0.325148;0.006157407;x0.65.csv
153.648;0.323294;-0.021887205;x0.65.csv
153.681;0.322226;-0.013717172;x0.65.csv
153.714;0.322261;0.000956229;x0.65.csv
153.747;0.322611;0.0088367;x0.65.csv
153.78;0.322856;0.014490741;x0.65.csv
153.813;0.324133;0.004933502;x0.65.csv
153.846;0.322716;0.006658249;x0.65.csv
153.879;0.324378;0.01191835;x0.65.csv
153.912;0.324081;0.003023569;x0.65.csv
153.945;0.324641;-0.005775253;x0.65.csv
153.978;0.323206;-0.003688552;x0.65.csv
154.011;0.323888;0.011555556;x0.65.csv
154.044;0.3252;-0.004784512;x0.65.csv
154.077;0.323416;-0.017699495;x0.65.csv
154.11;0.323538;-0.018037037;x0.65.csv
154.143;0.322209;-0.014869529;x0.65.csv
154.176;0.322174;0.000851852;x0.65.csv
154.209;0.322401;0.012472222;x0.65.csv
154.242;0.322856;0.023494108;x0.65.csv
154.275;0.324746;0.010798822;x0.65.csv
154.308;0.324606;-0.028070707;x0.65.csv
154.341;0.321719;-0.035464646;x0.65.csv
154.374;0.321299;-0.015402357;x0.65.csv
154.407;0.320967;0.000856061;x0.65.csv
154.44;0.321824;0.003506734;x0.65.csv
154.473;0.321562;-0.004020202;x0.65.csv
154.506;0.321369;-0.00615404;x0.65.csv
154.539;0.32032;0.011872054;x0.65.csv
154.572;0.322559;0.017891414;x0.65.csv
154.605;0.322629;-0.005064815;x0.65.csv
154.638;0.322017;-0.02293266;x0.65.csv
154.671;0.320092;-0.011597643;x0.65.csv
154.704;0.320914;0.010936869;x0.65.csv
154.737;0.320844;0.031542088;x0.65.csv
154.77;0.324063;0.02306229;x0.65.csv
154.803;0.322716;0.004744949;x0.65.csv
154.836;0.323276;0.012755892;x0.65.csv
154.869;0.323556;0.020794613;x0.65.csv
154.902;0.325498;0.009127946;x0.65.csv
154.935;0.324133;-0.002136364;x0.65.csv
154.968;0.324518;0.006470539;x0.65.csv
155.001;0.324641;0.013391414;x0.65.csv
155.034;0.326303;-0.001516835;x0.65.csv
155.067;0.324256;-0.010531987;x0.65.csv
155.1;0.324973;-0.002900673;x0.65.csv
155.133;0.324431;-0.002308923;x0.65.csv
155.166;0.324606;0.004639731;x0.65.csv
155.199;0.324711;0.010792088;x0.65.csv
155.232;0.325498;0.01276431;x0.65.csv
155.265;0.325673;0.011261785;x0.65.csv
155.298;0.32604;0.01248569;x0.65.csv
155.331;0.326635;0.006362795;x0.65.csv
155.364;0.327335;-0.02179798;x0.65.csv
155.397;0.325375;-0.048319865;x0.65.csv
155.43;0.322296;-0.025914141;x0.65.csv
155.463;0.322349;0.030324916;x0.65.csv
155.496;0.326845;0.023031145;x0.65.csv
155.529;0.324553;-0.007596801;x0.65.csv
155.562;0.324886;-0.005288721;x0.65.csv
155.595;0.32513;-0.025300505;x0.65.csv
155.628;0.322559;-0.025781987;x0.65.csv
155.661;0.323731;-0.0305867;x0.65.csv
155.694;0.320197;-0.021808923;x0.65.csv
155.727;0.320582;0.027994949;x0.65.csv
155.76;0.323451;0.038893939;x0.65.csv
155.793;0.324886;0.002649832;x0.65.csv
155.826;0.323066;-0.025037037;x0.65.csv
155.859;0.322594;-0.032856902;x0.65.csv
155.892;0.320774;-0.030206229;x0.65.csv
155.925;0.319497;0.002889731;x0.65.csv
155.958;0.321212;0.028420875;x0.65.csv
155.991;0.322436;0.024045455;x0.65.csv
156.024;0.323031;0.010443603;x0.65.csv
156.057;0.323136;-0.006251684;x0.65.csv
156.09;0.322052;-0.007461279;x0.65.csv
156.123;0.323084;-0.016112795;x0.65.csv
156.156;0.320652;-0.010281987;x0.65.csv
156.189;0.321177;0.027487374;x0.65.csv
156.222;0.322366;0.06244697;x0.65.csv
156.255;0.327142;0.045856902;x0.65.csv
156.288;0.327107;-0.017458754;x0.65.csv
156.321;0.324221;-0.037205387;x0.65.csv
156.354;0.323329;-0.01818771;x0.65.csv
156.387;0.323836;-0.01320202;x0.65.csv
156.42;0.322086;-0.000150673;x0.65.csv
156.453;0.324063;0.006323232;x0.65.csv
156.486;0.323084;9.26e-05;x0.65.csv
156.519;0.322734;0.023541246;x0.65.csv
156.552;0.325165;0.029580808;x0.65.csv
156.585;0.32667;-0.012621212;x0.65.csv
156.618;0.323503;-0.033765152;x0.65.csv
156.651;0.322524;-0.004784512;x0.65.csv
156.684;0.323678;0.014286195;x0.65.csv
156.717;0.324396;0.008441077;x0.65.csv
156.75;0.324728;-0.012133838;x0.65.csv
156.783;0.323119;-0.020428451;x0.65.csv
156.816;0.322296;-0.000477273;x0.65.csv
156.849;0.323748;0.003624579;x0.65.csv
156.882;0.323241;-0.009374579;x0.65.csv
156.915;0.322629;-0.009524411;x0.65.csv
156.948;0.321999;0.004243266;x0.65.csv
156.981;0.322944;0.017467172;x0.65.csv
157.014;0.324571;-0.00318266;x0.65.csv
157.047;0.321964;-0.004743266;x0.65.csv
157.08;0.322839;0.027152357;x0.65.csv
157.113;0.325148;0.024468013;x0.65.csv
157.146;0.32534;-0.001078283;x0.65.csv
157.179;0.324238;-0.008819024;x0.65.csv
157.212;0.324308;-0.003911616;x0.65.csv
157.245;0.324466;-0.008773569;x0.65.csv
157.278;0.323696;-0.010531145;x0.65.csv
157.311;0.323381;-0.004066498;x0.65.csv
157.344;0.322996;0.014328283;x0.65.csv
157.377;0.325428;0.005314815;x0.65.csv
157.41;0.322891;0.006976431;x0.65.csv
157.443;0.32548;0.015845118;x0.65.csv
157.476;0.324658;0.005656566;x0.65.csv
157.509;0.326215;-0.01454798;x0.65.csv
157.542;0.323556;-0.032398148;x0.65.csv
157.575;0.323538;-0.032143098;x0.65.csv
157.608;0.321352;-0.027000842;x0.65.csv
157.641;0.321002;-0.001322391;x0.65.csv
157.674;0.321947;0.006728956;x0.65.csv
157.707;0.321789;0.005816498;x0.65.csv
157.74;0.321877;0.013946128;x0.65.csv
157.773;0.322874;0.016473064;x0.65.csv
157.806;0.323276;0.010655724;x0.65.csv
157.839;0.323818;0.000354377;x0.65.csv
157.872;0.322839;-0.000484848;x0.65.csv
157.905;0.323066;0.016592593;x0.65.csv
157.938;0.325655;-0.006170034;x0.65.csv
157.971;0.321929;-0.011043771;x0.65.csv
158.004;0.323311;0.022895623;x0.65.csv
158.037;0.325305;0.012765152;x0.65.csv
158.07;0.324098;0.003226431;x0.65.csv
158.103;0.324553;0.014521044;x0.65.csv
158.136;0.325865;0.004772727;x0.65.csv
158.169;0.324868;-0.005108586;x0.65.csv
158.202;0.32597;-0.026622054;x0.65.csv
158.235;0.322524;-0.029568182;x0.65.csv
158.268;0.323171;-0.00911532;x0.65.csv
158.301;0.322104;0.008027778;x0.65.csv
158.334;0.324221;0.013340909;x0.65.csv
158.367;0.323066;0.011206229;x0.65.csv
158.4;0.324431;0.021174242;x0.65.csv
158.433;0.325935;-0.006792088;x0.65.csv
158.466;0.323101;-0.01147138;x0.65.csv
158.499;0.324798;-0.004490741;x0.65.csv
158.532;0.322926;0.001122896;x0.65.csv
158.565;0.324186;0.022048822;x0.65.csv
158.598;0.325918;0.001899832;x0.65.csv
158.631;0.324326;-0.020149832;x0.65.csv
158.664;0.323783;-0.021986532;x0.65.csv
158.697;0.323224;-0.02733165;x0.65.csv
158.73;0.321089;-0.00635101;x0.65.csv
158.763;0.322471;0.020752525;x0.65.csv
158.796;0.323259;0.025152357;x0.65.csv
158.829;0.32513;0.001974747;x0.65.csv
158.862;0.323189;-0.018020202;x0.65.csv
158.895;0.322874;-0.009635522;x0.65.csv
158.928;0.322856;-0.006647306;x0.65.csv
158.961;0.322576;-0.003992424;x0.65.csv
158.994;0.322471;0.000327441;x0.65.csv
159.027;0.322069;0.015173401;x0.65.csv
159.06;0.324326;0.008645623;x0.65.csv
159.093;0.323416;-0.015549663;x0.65.csv
159.126;0.321667;0.001839226;x0.65.csv
159.159;0.323136;0.027784512;x0.65.csv
159.192;0.324728;0.022267677;x0.65.csv
159.225;0.325568;-0.010686869;x0.65.csv
159.258;0.323329;-0.028671717;x0.65.csv
159.291;0.322996;-0.026225589;x0.65.csv
159.324;0.321982;-0.027136364;x0.65.csv
159.357;0.32046;-0.007029461;x0.65.csv
159.39;0.321019;0.023676768;x0.65.csv
159.423;0.323084;0.025638047;x0.65.csv
159.456;0.323381;0.008023569;x0.65.csv
159.489;0.323311;-0.001647306;x0.65.csv
159.522;0.322629;0.003963805;x0.65.csv
159.555;0.323119;0.022483165;x0.65.csv
159.588;0.325725;0.001455387;x0.65.csv
159.621;0.322489;-0.002106061;x0.65.csv
159.654;0.324693;0.015930976;x0.65.csv
159.687;0.324518;0.010131313;x0.65.csv
159.72;0.325218;0.006742424;x0.65.csv
159.753;0.325305;-0.001606061;x0.65.csv
159.786;0.324588;0.002477273;x0.65.csv
159.819;0.323731;0.045282828;x0.65.csv
159.852;0.330816;0.007361953;x0.65.csv
159.885;0.324833;-0.048257576;x0.65.csv
159.918;0.324378;-0.023222222;x0.65.csv
159.951;0.324763;-0.028888889;x0.65.csv
159.984;0.322104;-0.019713805;x0.65.csv
160.017;0.322909;0.001149832;x0.65.csv
160.05;0.322734;0.007270202;x0.65.csv
160.083;0.323031;0.020994108;x0.65.csv
160.116;0.32527;0.003302189;x0.65.csv
160.149;0.322804;-0.004057239;x0.65.csv
160.182;0.324536;0.001387205;x0.65.csv
160.215;0.323469;-0.006334175;x0.65.csv
160.248;0.323206;0.010793771;x0.65.csv
160.281;0.324886;0.00947138;x0.65.csv
160.314;0.323469;0.016664983;x0.65.csv
160.347;0.326075;0.019138889;x0.65.csv
160.38;0.325603;-0.001727273;x0.65.csv
160.413;0.325375;-0.008044613;x0.65.csv
160.446;0.32527;-0.01841835;x0.65.csv
160.479;0.323731;-0.015250842;x0.65.csv
160.512;0.323941;-0.002708754;x0.65.csv
160.545;0.323976;9.85e-05;x0.65.csv
160.578;0.323643;0.01018771;x0.65.csv
160.611;0.324833;0.013196128;x0.65.csv
160.644;0.324763;0.010691077;x0.65.csv
160.677;0.325655;0.00495202;x0.65.csv
160.71;0.324501;0.012079125;x0.65.csv
160.743;0.326705;0.012223906;x0.65.csv
160.776;0.326268;-0.009970539;x0.65.csv
160.809;0.325218;-0.012802189;x0.65.csv
160.842;0.324693;0.001600168;x0.65.csv
160.875;0.326617;-0.013193603;x0.65.csv
160.908;0.323731;-0.023322391;x0.65.csv
160.941;0.323626;0.002309764;x0.65.csv
160.974;0.324028;0.022720539;x0.65.csv
161.007;0.326425;0.009968855;x0.65.csv
161.04;0.32534;-0.022587542;x0.65.csv
161.073;0.323591;-0.021450337;x0.65.csv
161.106;0.323871;-0.015443603;x0.65.csv
161.139;0.322769;-0.01061532;x0.65.csv
161.172;0.322734;0.003313131;x0.65.csv
161.205;0.323294;0.007857744;x0.65.csv
161.238;0.323853;-0.00116835;x0.65.csv
161.271;0.322856;-0.001042088;x0.65.csv
161.304;0.322874;0.021986532;x0.65.csv
161.337;0.324903;0.030537037;x0.65.csv
161.37;0.32548;0.02018771;x0.65.csv
161.403;0.32611;0.009412458;x0.65.csv
161.436;0.326915;-0.020159933;x0.65.csv
161.469;0.323853;-0.024325758;x0.65.csv
161.502;0.324291;-0.000955387;x0.65.csv
161.535;0.324833;-0.001327441;x0.65.csv
161.568;0.324028;0.002802189;x0.65.csv
161.601;0.324816;0.007927609;x0.65.csv
161.634;0.324816;0.013911616;x0.65.csv
161.667;0.32576;0.015428451;x0.65.csv
161.7;0.323836;0.059813973;x0.65.csv
161.733;0.33344;0.010127946;x0.65.csv
161.766;0.325305;-0.059445286;x0.65.csv
161.799;0.325288;-0.021259259;x0.65.csv
161.832;0.325043;-0.006917508;x0.65.csv
161.865;0.324886;0.011352694;x0.65.csv
161.898;0.3266;0.005500842;x0.65.csv
161.931;0.324955;0.005126263;x0.65.csv
161.964;0.325778;0.031402357;x0.65.csv
161.997;0.328997;0.006673401;x0.65.csv
162.03;0.326198;-0.01837963;x0.65.csv
162.063;0.32702;-0.022860269;x0.65.csv
162.096;0.324553;-0.019633838;x0.65.csv
162.129;0.324588;0.013486532;x0.65.csv
162.162;0.326652;0.015303872;x0.65.csv
162.195;0.326198;-0.001808923;x0.65.csv
162.228;0.325795;-0.00556734;x0.65.csv
162.261;0.326985;-0.034840909;x0.65.csv
162.294;0.322926;-0.045192761;x0.65.csv
162.327;0.322069;-0.005031145;x0.65.csv
162.36;0.323469;0.01543266;x0.65.csv
162.393;0.323731;0.018460438;x0.65.csv
162.426;0.324693;0.014101852;x0.65.csv
162.459;0.32506;-0.001545455;x0.65.csv
162.492;0.324868;-0.019357744;x0.65.csv
162.525;0.322664;-0.009699495;x0.65.csv
162.558;0.323259;0.023147306;x0.65.csv
162.591;0.3266;-0.004128788;x0.65.csv
162.624;0.323031;-0.032061448;x0.65.csv
162.657;0.322646;-0.016005892;x0.65.csv
162.69;0.322069;0.001018519;x0.65.csv
162.723;0.323731;-0.003034512;x0.65.csv
162.756;0.321509;-0.002122054;x0.65.csv
162.789;0.322611;0.022829125;x0.65.csv
162.822;0.324571;0.00775;x0.65.csv
162.855;0.322699;0.003031145;x0.65.csv
162.888;0.324728;-0.00294697;x0.65.csv
162.921;0.322489;-0.003904882;x0.65.csv
162.954;0.324063;0.008068182;x0.65.csv
162.987;0.322524;0.029698653;x0.65.csv
163.02;0.326442;0.038591751;x0.65.csv
163.053;0.326827;-0.000631313;x0.65.csv
163.086;0.325585;-0.020507576;x0.65.csv
163.119;0.325043;-0.028133838;x0.65.csv
163.152;0.323469;-0.023561448;x0.65.csv
163.185;0.323136;-0.009237374;x0.65.csv
163.218;0.323136;-0.000618687;x0.65.csv
163.251;0.323346;0.002388047;x0.65.csv
163.284;0.322699;0.016920034;x0.65.csv
163.317;0.324728;0.02462037;x0.65.csv
163.35;0.325463;0.002089226;x0.65.csv
163.383;0.323818;0.001842593;x0.65.csv
163.416;0.326093;-0.010069024;x0.65.csv
163.449;0.323836;-0.034489899;x0.65.csv
163.482;0.321894;-0.007114478;x0.65.csv
163.515;0.323311;0.023840067;x0.65.csv
163.548;0.323801;0.044777778;x0.65.csv
163.581;0.326967;0.040536195;x0.65.csv
163.614;0.327859;-0.003852694;x0.65.csv
163.647;0.326233;-0.035587542;x0.65.csv
163.68;0.324763;-0.042027778;x0.65.csv
163.713;0.322454;-0.01821633;x0.65.csv
163.746;0.322926;0.021780303;x0.65.csv
163.779;0.325848;0.012503367;x0.65.csv
163.812;0.323906;-0.00258165;x0.65.csv
163.845;0.324133;0.016003367;x0.65.csv
163.878;0.32576;0.01534596;x0.65.csv
163.911;0.32632;-0.014382997;x0.65.csv
163.944;0.323836;-0.022188552;x0.65.csv
163.977;0.324606;-0.01901431;x0.65.csv
164.01;0.322716;-0.0163367;x0.65.csv
164.043;0.322331;0.015934343;x0.65.csv
164.076;0.325218;0.011355219;x0.65.csv
164.109;0.323241;0.001234848;x0.65.csv
164.142;0.324343;0.012926768;x0.65.csv
164.175;0.325025;0.000518519;x0.65.csv
164.208;0.323976;0.000166667;x0.65.csv
164.241;0.325358;-0.008203704;x0.65.csv
164.274;0.322786;-0.000928451;x0.65.csv
164.307;0.325113;0.011324916;x0.65.csv
164.34;0.325043;-0.01534596;x0.65.csv
164.373;0.322926;-0.011516835;x0.65.csv
164.406;0.324413;-0.011984848;x0.65.csv
164.439;0.321929;-0.003736532;x0.65.csv
164.472;0.324326;-0.000941919;x0.65.csv
164.505;0.321999;-0.002800505;x0.65.csv
164.538;0.324168;-0.004355219;x0.65.csv
164.571;0.321912;-0.011084175;x0.65.csv
164.604;0.322559;0.006906566;x0.65.csv
164.637;0.322839;0.017921717;x0.65.csv
164.67;0.323119;0.040095118;x0.65.csv
164.703;0.325008;0.066247475;x0.65.csv
164.736;0.331131;0.000999158;x0.65.csv
164.769;0.324308;-0.045515993;x0.65.csv
164.802;0.324746;-0.005553872;x0.65.csv
164.835;0.325445;0.003616162;x0.65.csv
164.868;0.3252;0.006877104;x0.65.csv
164.901;0.32597;0.001578283;x0.65.csv
164.934;0.326355;-0.027757576;x0.65.csv
164.967;0.322926;-0.022207912;x0.65.csv
165.0;0.323783;0.013741582;x0.65.csv
165.033;0.324116;0.040452862;x0.65.csv
165.066;0.327527;0.034675084;x0.65.csv
165.099;0.328069;-0.01666835;x0.65.csv
165.132;0.325288;-0.039830808;x0.65.csv
165.165;0.324028;-0.024588384;x0.65.csv
165.198;0.324396;-0.022010101;x0.65.csv
165.231;0.322559;-0.018082492;x0.65.csv
165.264;0.322874;-0.008174242;x0.65.csv
165.297;0.322384;-0.007352694;x0.65.csv
165.33;0.322436;-0.004563973;x0.65.csv
165.363;0.321772;0.006436027;x0.65.csv
165.396;0.321964;0.036455387;x0.65.csv
165.429;0.325375;0.033543771;x0.65.csv
165.462;0.325795;-0.010700337;x0.65.csv
165.495;0.323189;-0.020245791;x0.65.csv
165.528;0.323556;-0.006645623;x0.65.csv
165.561;0.323958;-0.016713805;x0.65.csv
165.594;0.322314;-0.02162963;x0.65.csv
165.627;0.321002;0.009848485;x0.65.csv
165.66;0.323678;0.024473906;x0.65.csv
165.693;0.323731;0.00987037;x0.65.csv
165.726;0.323661;0.009103535;x0.65.csv
165.759;0.324431;0.006420875;x0.65.csv
165.792;0.323906;0.010672559;x0.65.csv
165.825;0.324833;0.019242424;x0.65.csv
165.858;0.325795;0.011823232;x0.65.csv
165.891;0.32639;-0.016022727;x0.65.csv
165.924;0.323643;-0.01766835;x0.65.csv
165.957;0.325253;-0.016780303;x0.65.csv
165.99;0.322979;-0.022984007;x0.65.csv
166.023;0.322524;0.001060606;x0.65.csv
166.056;0.323434;0.014425926;x0.65.csv
166.089;0.324273;0.0069133;x0.65.csv
166.122;0.323748;0.000470539;x0.65.csv
166.155;0.324343;-0.006828283;x0.65.csv
166.188;0.322909;-0.001871212;x0.65.csv
166.221;0.324028;0.007592593;x0.65.csv
166.254;0.323608;0.010174242;x0.65.csv
166.287;0.325305;-0.004281145;x0.65.csv
166.32;0.323591;-0.024484848;x0.65.csv
166.353;0.322891;-0.022540404;x0.65.csv
166.386;0.321387;-0.002409091;x0.65.csv
166.419;0.323329;0.005007576;x0.65.csv
166.452;0.322594;-0.009469697;x0.65.csv
166.485;0.321492;0.005211279;x0.65.csv
166.518;0.322874;0.021213805;x0.65.csv
166.551;0.323713;0.016521044;x0.65.csv
166.584;0.323906;0.009664983;x0.65.csv
166.617;0.324606;-0.005007576;x0.65.csv
166.65;0.323591;-0.017587542;x0.65.csv
166.683;0.322786;-0.011031987;x0.65.csv
166.716;0.322541;0.004569865;x0.65.csv
166.749;0.323294;0.01455303;x0.65.csv
166.782;0.324186;0.003898148;x0.65.csv
166.815;0.323678;-0.009555556;x0.65.csv
166.848;0.323399;-0.018462121;x0.65.csv
166.881;0.321387;0.003058081;x0.65.csv
166.914;0.323993;0.016078283;x0.65.csv
166.947;0.322559;0.02363468;x0.65.csv
166.98;0.32583;0.020218013;x0.65.csv
167.013;0.324938;-0.009583333;x0.65.csv
167.046;0.324291;-0.014166667;x0.65.csv
167.079;0.323101;0.003738215;x0.65.csv
167.112;0.324833;0.01706734;x0.65.csv
167.145;0.325253;0.004003367;x0.65.csv
167.178;0.324448;0.004958754;x0.65.csv
167.211;0.325375;0.009968855;x0.65.csv
167.244;0.32569;0.000799663;x0.65.csv
167.277;0.325323;-0.005753367;x0.65.csv
167.31;0.325288;-0.009835017;x0.65.csv
167.343;0.324151;0.000956229;x0.65.csv
167.376;0.324903;0.021011785;x0.65.csv
167.409;0.3266;0.012059764;x0.65.csv
167.442;0.32646;-0.017833333;x0.65.csv
167.475;0.324728;-0.030775253;x0.65.csv
167.508;0.323871;-0.026341751;x0.65.csv
167.541;0.322909;-0.017393098;x0.65.csv
167.574;0.322716;-0.009307239;x0.65.csv
167.607;0.322909;-0.016654882;x0.65.csv
167.64;0.321649;-0.024697811;x0.65.csv
167.673;0.320337;-0.008497475;x0.65.csv
167.706;0.321404;0.000958754;x0.65.csv
167.739;0.320652;0.004583333;x0.65.csv
