tempo [s];Z [m];w [m/s];arquivo_origem
133.584;0.33291;-0.042609428;x0.37.csv
133.617;0.329118;-0.013734007;x0.37.csv
133.65;0.332526;0.005414983;x0.37.csv
133.683;0.330621;-0.008165825;x0.37.csv
133.716;0.330586;0.010544613;x0.37.csv
133.749;0.332316;0.001497475;x0.37.csv
133.782;0.331075;-0.015092593;x0.37.csv
133.815;0.330743;-0.018409933;x0.37.csv
133.848;0.329538;-0.010866162;x0.37.csv
133.881;0.329992;0.002277778;x0.37.csv
133.914;0.32952;0.017239899;x0.37.csv
133.947;0.330831;0.03484596;x0.37.csv
133.98;0.333679;0.004219697;x0.37.csv
134.013;0.33125;-0.029960438;x0.37.csv
134.046;0.32973;-0.012675926;x0.37.csv
134.079;0.330604;0.003983165;x0.37.csv
134.112;0.330149;0.017940236;x0.37.csv
134.145;0.332176;0.018962963;x0.37.csv
134.178;0.331862;0.006063131;x0.37.csv
134.211;0.332019;0.007707912;x0.37.csv
134.244;0.332596;0.006173401;x0.37.csv
134.277;0.331879;0.017390572;x0.37.csv
134.31;0.333591;0.031059764;x0.37.csv
134.343;0.335583;0.003151515;x0.37.csv
134.376;0.332875;-0.001345118;x0.37.csv
134.409;0.334745;0.011287037;x0.37.csv
134.442;0.334186;0.007383838;x0.37.csv
134.475;0.336038;-0.01891835;x0.37.csv
134.508;0.333836;-0.068084175;x0.37.csv
134.541;0.329835;-0.066110269;x0.37.csv
134.574;0.32828;-0.026991582;x0.37.csv
134.607;0.327406;0.02977862;x0.37.csv
134.64;0.331547;0.046649832;x0.37.csv
134.673;0.3327;0.001867845;x0.37.csv
134.706;0.331215;-0.03273569;x0.37.csv
134.739;0.328804;-0.020529461;x0.37.csv
134.772;0.329293;0.012153199;x0.37.csv
134.805;0.330342;0.026742424;x0.37.csv
134.838;0.33153;0.02597138;x0.37.csv
134.871;0.332351;0.014659933;x0.37.csv
134.904;0.332211;0.008868687;x0.37.csv
134.937;0.332823;0.006146465;x0.37.csv
134.97;0.333137;-0.00803367;x0.37.csv
135.003;0.331809;-0.012042088;x0.37.csv
135.036;0.332124;-0.007260101;x0.37.csv
135.069;0.332194;-0.020722222;x0.37.csv
135.102;0.328909;0.010117003;x0.37.csv
135.135;0.333417;0.029909933;x0.37.csv
135.168;0.33263;0.003882155;x0.37.csv
135.201;0.331303;0.030766835;x0.37.csv
135.234;0.336841;-0.000329966;x0.37.csv
135.267;0.332036;-0.044403199;x0.37.csv
135.3;0.331704;-0.028601852;x0.37.csv
135.333;0.329206;0.010048822;x0.37.csv
135.366;0.332403;0.047098485;x0.37.csv
135.399;0.336108;-0.014731481;x0.37.csv
135.432;0.330272;-0.047050505;x0.37.csv
135.465;0.330167;-0.004678451;x0.37.csv
135.498;0.330499;0.029590909;x0.37.csv
135.531;0.332491;0.051310606;x0.37.csv
135.564;0.335653;0.020498316;x0.37.csv
135.597;0.334203;-0.022372896;x0.37.csv
135.63;0.332735;-0.029653199;x0.37.csv
135.663;0.332403;-0.035635522;x0.37.csv
135.696;0.330446;-0.03418771;x0.37.csv
135.729;0.329084;-0.006700337;x0.37.csv
135.762;0.329276;0.038399832;x0.37.csv
135.795;0.333836;0.026430135;x0.37.csv
135.828;0.331006;0.01248569;x0.37.csv
135.861;0.333574;0.021600168;x0.37.csv
135.894;0.332805;0.021236532;x0.37.csv
135.927;0.335688;0.004372896;x0.37.csv
135.96;0.33319;-0.015439394;x0.37.csv
135.993;0.333487;-0.005521044;x0.37.csv
136.026;0.332997;0.002495791;x0.37.csv
136.059;0.334465;-0.008484848;x0.37.csv
136.092;0.331652;-0.004455387;x0.37.csv
136.125;0.334465;-0.00751431;x0.37.csv
136.158;0.332281;-0.035677609;x0.37.csv
136.191;0.330342;-0.013710438;x0.37.csv
136.224;0.330778;0.023380471;x0.37.csv
136.257;0.331809;0.060319024;x0.37.csv
136.29;0.336859;0.038787037;x0.37.csv
136.323;0.335304;-0.008548822;x0.37.csv
136.356;0.334325;-0.009226431;x0.37.csv
136.389;0.334325;-0.001117845;x0.37.csv
136.422;0.33588;-0.032218013;x0.37.csv
136.455;0.332596;-0.07001936;x0.37.csv
136.488;0.32966;-0.062508418;x0.37.csv
136.521;0.326585;-0.001335859;x0.37.csv
136.554;0.330342;0.040751684;x0.37.csv
136.587;0.330778;0.041031987;x0.37.csv
136.62;0.333609;0.017873737;x0.37.csv
136.653;0.331425;0.003945286;x0.37.csv
136.686;0.334483;-0.018957912;x0.37.csv
136.719;0.329573;-0.024728956;x0.37.csv
136.752;0.330778;0.022281987;x0.37.csv
136.785;0.333417;0.012212121;x0.37.csv
136.818;0.3316;-0.001178451;x0.37.csv
136.851;0.331949;0.01462963;x0.37.csv
136.884;0.334465;-0.014959596;x0.37.csv
136.917;0.330324;-0.026503367;x0.37.csv
136.95;0.331652;-0.011458754;x0.37.csv
136.983;0.330114;-0.009219697;x0.37.csv
137.016;0.330936;-0.002662458;x0.37.csv
137.049;0.330813;-0.017683502;x0.37.csv
137.082;0.328489;0.004326599;x0.37.csv
137.115;0.330359;0.041261785;x0.37.csv
137.148;0.331932;0.054962963;x0.37.csv
137.181;0.336352;0.004056397;x0.37.csv
137.214;0.332351;-0.050140572;x0.37.csv
137.247;0.330586;-0.03731734;x0.37.csv
137.28;0.328856;0.008912458;x0.37.csv
137.313;0.331914;0.038358586;x0.37.csv
137.346;0.332368;0.035537879;x0.37.csv
137.379;0.334937;0.011538721;x0.37.csv
137.412;0.33326;-0.017544613;x0.37.csv
137.445;0.332386;-0.008944444;x0.37.csv
137.478;0.33312;-0.008872896;x0.37.csv
137.511;0.331774;-0.001604377;x0.37.csv
137.544;0.332491;0.016207912;x0.37.csv
137.577;0.332211;0.045414141;x0.37.csv
137.61;0.33754;0.020240741;x0.37.csv
137.643;0.334448;-0.022912458;x0.37.csv
137.676;0.333609;-0.008063973;x0.37.csv
137.709;0.332333;0.043698653;x0.37.csv
137.742;0.340284;0.002457912;x0.37.csv
137.775;0.333434;-0.065509259;x0.37.csv
137.808;0.332421;-0.044049663;x0.37.csv
137.841;0.331023;-0.030685185;x0.37.csv
137.874;0.330481;-0.010298822;x0.37.csv
137.907;0.33111;-0.011926768;x0.37.csv
137.94;0.328262;0.018582492;x0.37.csv
137.973;0.332893;0.030860269;x0.37.csv
138.006;0.332613;-0.01256229;x0.37.csv
138.039;0.330656;-0.018427609;x0.37.csv
138.072;0.329346;0.02375;x0.37.csv
138.105;0.333067;0.043426768;x0.37.csv
138.138;0.335251;-0.011262626;x0.37.csv
138.171;0.331495;-0.046177609;x0.37.csv
138.204;0.328542;0.009089226;x0.37.csv
138.237;0.333836;0.026931818;x0.37.csv
138.27;0.332561;-0.010397306;x0.37.csv
138.303;0.330866;0.001111111;x0.37.csv
138.336;0.332962;0.003261785;x0.37.csv
138.369;0.332613;-0.027266835;x0.37.csv
138.402;0.329922;-0.023824916;x0.37.csv
138.435;0.329905;0.008527778;x0.37.csv
138.468;0.330411;0.038705387;x0.37.csv
138.501;0.334587;0.014385522;x0.37.csv
138.534;0.33277;-0.043441077;x0.37.csv
138.567;0.327913;-0.009541246;x0.37.csv
138.6;0.331757;0.035708754;x0.37.csv
138.633;0.334325;-0.01725;x0.37.csv
138.666;0.328979;-0.036160774;x0.37.csv
138.699;0.330674;-0.021622054;x0.37.csv
138.732;0.328996;-0.034593434;x0.37.csv
138.765;0.326096;0.010753367;x0.37.csv
138.798;0.330604;0.030970539;x0.37.csv
138.831;0.329555;0.014000842;x0.37.csv
138.864;0.330639;0.014441919;x0.37.csv
138.897;0.331407;-0.008059764;x0.37.csv
138.93;0.329381;-0.01147138;x0.37.csv
138.963;0.330254;-0.001826599;x0.37.csv
138.996;0.330254;-0.015056397;x0.37.csv
139.029;0.327459;0.021034512;x0.37.csv
139.062;0.332456;0.030968855;x0.37.csv
139.095;0.32945;0.035371212;x0.37.csv
139.128;0.336964;-0.014543771;x0.37.csv
139.161;0.328996;-0.069580808;x0.37.csv
139.194;0.327092;0.008118687;x0.37.csv
139.227;0.330359;0.066577441;x0.37.csv
139.26;0.335915;0.017931818;x0.37.csv
139.293;0.329975;-0.003862795;x0.37.csv
139.326;0.333714;0.018254209;x0.37.csv
139.359;0.333889;-0.02103367;x0.37.csv
139.392;0.331722;-0.040260101;x0.37.csv
139.425;0.329398;-0.015726431;x0.37.csv
139.458;0.330586;0.015029461;x0.37.csv
139.491;0.331949;0.008117003;x0.37.csv
139.524;0.331075;0.002692761;x0.37.csv
139.557;0.330726;0.022550505;x0.37.csv
139.59;0.33298;0.029636364;x0.37.csv
139.623;0.336422;-0.050991582;x0.37.csv
139.656;0.326812;-0.058034512;x0.37.csv
139.689;0.328682;0.03364899;x0.37.csv
139.722;0.332141;0.052280303;x0.37.csv
139.755;0.333958;0.022224747;x0.37.csv
139.788;0.332386;0.013532828;x0.37.csv
139.821;0.334325;0.019181818;x0.37.csv
139.854;0.334081;0.014594276;x0.37.csv
139.887;0.335636;-1.59933e-05;x0.37.csv
139.92;0.33464;-0.025743266;x0.37.csv
139.953;0.332735;-0.018299663;x0.37.csv
139.986;0.332106;0.021169192;x0.37.csv
140.019;0.335776;0.020475589;x0.37.csv
140.052;0.334727;-0.018030303;x0.37.csv
140.085;0.333155;-0.024072391;x0.37.csv
140.118;0.334116;-0.045063973;x0.37.csv
140.151;0.328874;-0.026574916;x0.37.csv
140.184;0.329713;0.054479798;x0.37.csv
140.217;0.335811;0.047122896;x0.37.csv
140.25;0.334815;-0.016079125;x0.37.csv
140.283;0.333347;-0.047421717;x0.37.csv
140.316;0.330761;-0.049199495;x0.37.csv
140.349;0.328804;-0.010267677;x0.37.csv
140.382;0.330883;0.011180976;x0.37.csv
140.415;0.330045;0.017813131;x0.37.csv
140.448;0.331425;0.034897306;x0.37.csv
140.481;0.333469;0.022825758;x0.37.csv
140.514;0.33305;0.007443603;x0.37.csv
140.547;0.332945;0.014209596;x0.37.csv
140.58;0.334675;0.006063131;x0.37.csv
140.613;0.333854;-0.013545455;x0.37.csv
140.646;0.332526;-0.003005892;x0.37.csv
140.679;0.334063;-0.00253367;x0.37.csv
140.712;0.332945;-0.013809764;x0.37.csv
140.745;0.332683;-0.015385522;x0.37.csv
140.778;0.331407;-0.003967172;x0.37.csv
140.811;0.333225;-0.007421717;x0.37.csv
140.844;0.330604;-0.006355219;x0.37.csv
140.877;0.331495;0.022010943;x0.37.csv
140.91;0.334919;-0.019637205;x0.37.csv
140.943;0.330167;-0.055212121;x0.37.csv
140.976;0.327895;-0.007247475;x0.37.csv
141.009;0.329975;0.037584175;x0.37.csv
141.042;0.332788;0.021725589;x0.37.csv
141.075;0.331006;0.006470539;x0.37.csv
141.108;0.333015;-0.006238215;x0.37.csv
141.141;0.331338;-0.031039562;x0.37.csv
141.174;0.32945;-0.011934343;x0.37.csv
141.207;0.32959;0.029593434;x0.37.csv
141.24;0.332246;0.050127104;x0.37.csv
141.273;0.334867;0.014094276;x0.37.csv
141.306;0.332421;-0.007026094;x0.37.csv
141.339;0.334483;-0.024707912;x0.37.csv
141.372;0.32994;-0.015226431;x0.37.csv
141.405;0.331617;0.039310606;x0.37.csv
141.438;0.334972;0.029882997;x0.37.csv
141.471;0.334919;-0.012706229;x0.37.csv
141.504;0.332526;-0.018175926;x0.37.csv
141.537;0.332508;0.006503367;x0.37.csv
141.57;0.334186;0.001445286;x0.37.csv
141.603;0.334081;-0.039578283;x0.37.csv
141.636;0.330272;-0.044594276;x0.37.csv
141.669;0.329241;0.003484848;x0.37.csv
141.702;0.330534;0.048564815;x0.37.csv
141.735;0.334046;0.046712121;x0.37.csv
141.768;0.336073;-0.019165825;x0.37.csv
141.801;0.331128;-0.042422559;x0.37.csv
141.834;0.330254;0.01086532;x0.37.csv
141.867;0.333574;0.024279461;x0.37.csv
141.9;0.333923;-0.009927609;x0.37.csv
141.933;0.33139;-0.015059764;x0.37.csv
141.966;0.33111;0.02431229;x0.37.csv
141.999;0.336422;-0.014644781;x0.37.csv
142.032;0.329136;-0.029352694;x0.37.csv
142.065;0.33153;0.025886364;x0.37.csv
142.098;0.333871;0.007619529;x0.37.csv
142.131;0.332264;-0.020340909;x0.37.csv
142.164;0.331722;-0.029611111;x0.37.csv
142.197;0.33111;-0.050649832;x0.37.csv
142.23;0.325572;-0.001978956;x0.37.csv
142.263;0.331635;0.028239057;x0.37.csv
142.296;0.330936;-0.024888889;x0.37.csv
142.329;0.327546;-0.019358586;x0.37.csv
142.362;0.327686;0.033984007;x0.37.csv
142.395;0.332001;0.035442761;x0.37.csv
142.428;0.330726;0.012914983;x0.37.csv
142.461;0.332543;-0.004912458;x0.37.csv
142.494;0.330691;-0.026886364;x0.37.csv
142.527;0.328996;0.000483165;x0.37.csv
142.56;0.33118;0.018707912;x0.37.csv
142.593;0.330621;0.023414983;x0.37.csv
142.626;0.332665;0.023390572;x0.37.csv
142.659;0.334221;-0.026573232;x0.37.csv
142.692;0.329468;-0.039303872;x0.37.csv
142.725;0.32952;0.002793771;x0.37.csv
142.758;0.331687;0.001032828;x0.37.csv
142.791;0.329171;0.006943603;x0.37.csv
142.824;0.331163;0.031810606;x0.37.csv
142.857;0.333504;0.001260943;x0.37.csv
142.89;0.330481;-0.007322391;x0.37.csv
142.923;0.331932;0.008175926;x0.37.csv
142.956;0.33104;0.023204545;x0.37.csv
142.989;0.334989;0.001313131;x0.37.csv
143.022;0.33139;-0.030762626;x0.37.csv
143.055;0.330831;-0.00912963;x0.37.csv
143.088;0.332194;-0.016824916;x0.37.csv
143.121;0.329346;-0.010095118;x0.37.csv
143.154;0.329887;0.033101852;x0.37.csv
143.187;0.332875;0.040578283;x0.37.csv
143.22;0.334028;0.007888047;x0.37.csv
143.253;0.332893;-0.017953704;x0.37.csv
143.286;0.332491;-0.033890572;x0.37.csv
143.319;0.330743;-0.043709596;x0.37.csv
143.352;0.328787;-0.026601852;x0.37.csv
143.385;0.327686;0.027941077;x0.37.csv
143.418;0.331058;0.063516835;x0.37.csv
143.451;0.333102;0.055518519;x0.37.csv
143.484;0.338169;-0.040823232;x0.37.csv
143.517;0.329311;-0.106476431;x0.37.csv
143.55;0.325869;-0.031944444;x0.37.csv
143.583;0.328874;0.011794613;x0.37.csv
143.616;0.327948;0.020504209;x0.37.csv
143.649;0.329748;0.031002525;x0.37.csv
143.682;0.332159;-0.012861953;x0.37.csv
143.715;0.326934;-0.007710438;x0.37.csv
143.748;0.330621;0.024257576;x0.37.csv
143.781;0.330901;0.001767677;x0.37.csv
143.814;0.329171;0.018427609;x0.37.csv
143.847;0.331827;0.036484007;x0.37.csv
143.88;0.33263;0.028675926;x0.37.csv
143.913;0.334465;-4.29293e-05;x0.37.csv
143.946;0.332141;-0.019058923;x0.37.csv
143.979;0.332316;-0.013116162;x0.37.csv
144.012;0.332054;-0.022959596;x0.37.csv
144.045;0.330254;-0.014723064;x0.37.csv
144.078;0.330464;0.007337542;x0.37.csv
144.111;0.330778;0.027797138;x0.37.csv
144.144;0.333574;0.012784512;x0.37.csv
144.177;0.331757;-0.008044613;x0.37.csv
144.21;0.332578;-0.016575758;x0.37.csv
144.243;0.330289;-0.014260943;x0.37.csv
144.276;0.331338;-0.001876263;x0.37.csv
144.309;0.331006;-0.010043771;x0.37.csv
144.342;0.330045;-0.002854377;x0.37.csv
144.375;0.330674;0.006540404;x0.37.csv
144.408;0.331128;0.001493266;x0.37.csv
144.441;0.330516;0.006763468;x0.37.csv
144.474;0.330831;0.025914141;x0.37.csv
144.507;0.331844;0.053091751;x0.37.csv
144.54;0.337243;0.004707912;x0.37.csv
144.573;0.331163;-0.02276936;x0.37.csv
144.606;0.334552;-0.016093434;x0.37.csv
144.639;0.331075;-0.030409933;x0.37.csv
144.672;0.330307;0.012664983;x0.37.csv
144.705;0.334325;-0.00739899;x0.37.csv
144.738;0.329835;-0.022840909;x0.37.csv
144.771;0.33111;1.6835e-06;x0.37.csv
144.804;0.329905;0.019814815;x0.37.csv
144.837;0.334081;-0.00151936;x0.37.csv
144.87;0.330411;-0.038697811;x0.37.csv
144.903;0.329398;-0.019438552;x0.37.csv
144.936;0.328612;0.010578283;x0.37.csv
144.969;0.331163;0.013119529;x0.37.csv
145.002;0.331757;-0.039564815;x0.37.csv
145.035;0.326725;-0.04370202;x0.37.csv
145.068;0.325711;0.030040404;x0.37.csv
145.101;0.33104;0.047121212;x0.37.csv
145.134;0.331477;-0.004367845;x0.37.csv
145.167;0.328856;-0.014882997;x0.37.csv
145.2;0.32945;0.000962963;x0.37.csv
145.233;0.329975;-0.00373064;x0.37.csv
145.266;0.329468;-0.01481229;x0.37.csv
145.299;0.32814;-0.003958754;x0.37.csv
145.332;0.329031;0.010823232;x0.37.csv
145.365;0.329031;0.019487374;x0.37.csv
145.398;0.331512;-0.003100168;x0.37.csv
145.431;0.328682;-0.019840067;x0.37.csv
145.464;0.328664;0.004277778;x0.37.csv
145.497;0.328699;0.035595118;x0.37.csv
145.53;0.332089;0.036757576;x0.37.csv
145.563;0.332229;0.006143939;x0.37.csv
145.596;0.332333;-0.02051936;x0.37.csv
145.629;0.329573;-0.009398148;x0.37.csv
145.662;0.331145;0.019810606;x0.37.csv
145.695;0.331058;0.042786195;x0.37.csv
145.728;0.335129;0.031960438;x0.37.csv
145.761;0.334011;-0.004237374;x0.37.csv
145.794;0.333993;-0.016472222;x0.37.csv
145.827;0.332421;-0.012895623;x0.37.csv
145.86;0.332246;0.016049663;x0.37.csv
145.893;0.334448;0.015962963;x0.37.csv
145.926;0.334221;-0.007059764;x0.37.csv
145.959;0.334151;-0.036451178;x0.37.csv
145.992;0.329992;-0.019330808;x0.37.csv
146.025;0.333469;-0.006925084;x0.37.csv
146.058;0.32994;-0.008630471;x0.37.csv
146.091;0.330464;0.039489899;x0.37.csv
146.124;0.337523;-0.038430976;x0.37.csv
146.157;0.32835;-0.12079798;x0.37.csv
146.19;0.324016;-0.062742424;x0.37.csv
146.223;0.324611;-0.005719697;x0.37.csv
146.256;0.325554;0.009776094;x0.37.csv
146.289;0.325484;0.010925926;x0.37.csv
146.322;0.325484;0.028356902;x0.37.csv
146.355;0.327703;0.038215488;x0.37.csv
146.388;0.32835;0.039818182;x0.37.csv
146.421;0.32994;0.044239899;x0.37.csv
146.454;0.331792;0.034088384;x0.37.csv
146.487;0.333731;-0.014398148;x0.37.csv
146.52;0.328979;-0.017748316;x0.37.csv
146.553;0.332194;-0.007046296;x0.37.csv
146.586;0.3298;-0.022977273;x0.37.csv
146.619;0.328664;0.009707071;x0.37.csv
146.652;0.331233;0.017162458;x0.37.csv
146.685;0.331442;-0.012811448;x0.37.csv
146.718;0.32987;-0.027988215;x0.37.csv
146.751;0.327371;0.013545455;x0.37.csv
146.784;0.330726;0.053729798;x0.37.csv
146.817;0.333574;0.021506734;x0.37.csv
146.85;0.333225;-0.041767677;x0.37.csv
146.883;0.329381;-0.068324916;x0.37.csv
146.916;0.326899;-0.039924242;x0.37.csv
146.949;0.326969;-0.007604377;x0.37.csv
146.982;0.326305;0.029111111;x0.37.csv
147.015;0.328612;0.065863636;x0.37.csv
147.048;0.331844;0.064802189;x0.37.csv
147.081;0.334343;0.025855219;x0.37.csv
147.114;0.333172;-0.00401936;x0.37.csv
147.147;0.331774;0.020927609;x0.37.csv
147.18;0.335583;0.021639731;x0.37.csv
147.213;0.335741;-0.035061448;x0.37.csv
147.246;0.330813;-0.033930976;x0.37.csv
147.279;0.331425;0.018328283;x0.37.csv
147.312;0.335496;-0.014132155;x0.37.csv
147.345;0.330569;-0.049313973;x0.37.csv
147.378;0.330726;-0.048477273;x0.37.csv
147.411;0.326917;-0.032090909;x0.37.csv
147.444;0.328682;-0.010591751;x0.37.csv
147.477;0.327144;-0.008727273;x0.37.csv
147.51;0.326043;0.04187037;x0.37.csv
147.543;0.329992;0.079846801;x0.37.csv
147.576;0.334884;0.021035354;x0.37.csv
147.609;0.332421;-0.066164141;x0.37.csv
147.642;0.32814;-0.086520202;x0.37.csv
147.675;0.323982;-0.025513468;x0.37.csv
147.708;0.326166;0.051535354;x0.37.csv
147.741;0.329311;0.073213805;x0.37.csv
147.774;0.33167;0.066399832;x0.37.csv
147.807;0.335094;0.017099327;x0.37.csv
147.84;0.332246;-0.01962037;x0.37.csv
147.873;0.332578;-0.021367845;x0.37.csv
147.906;0.331495;-0.026973064;x0.37.csv
147.939;0.329171;0.007423401;x0.37.csv
147.972;0.330813;0.064124579;x0.37.csv
148.005;0.338012;0.00443266;x0.37.csv
148.038;0.330901;-0.051780303;x0.37.csv
148.071;0.330971;-0.019678451;x0.37.csv
148.104;0.330569;-0.001504209;x0.37.csv
148.137;0.331757;0.002037037;x0.37.csv
148.17;0.329188;0.031557239;x0.37.csv
148.203;0.33429;0.041227273;x0.37.csv
148.236;0.335793;-0.046502525;x0.37.csv
148.269;0.329992;-0.096774411;x0.37.csv
148.302;0.325397;-0.039933502;x0.37.csv
148.335;0.326567;0.043680135;x0.37.csv
148.368;0.330953;0.061673401;x0.37.csv
148.401;0.332194;0.029265993;x0.37.csv
148.434;0.331075;0.033955387;x0.37.csv
148.467;0.335583;0.010239057;x0.37.csv
148.5;0.332019;-0.017969697;x0.37.csv
148.533;0.333207;-0.016324074;x0.37.csv
148.566;0.331582;-0.02512963;x0.37.csv
148.599;0.330709;-0.008746633;x0.37.csv
148.632;0.330237;0.021914983;x0.37.csv
148.665;0.333557;0.015029461;x0.37.csv
148.698;0.332683;-0.028020202;x0.37.csv
148.731;0.330307;-0.037640572;x0.37.csv
148.764;0.328629;-0.004032828;x0.37.csv
148.797;0.331495;0.00112963;x0.37.csv
148.83;0.328192;0.014337542;x0.37.csv
148.863;0.331547;0.046803872;x0.37.csv
148.896;0.334238;0.006609428;x0.37.csv
148.929;0.330045;0.011707912;x0.37.csv
148.962;0.334168;0.031002525;x0.37.csv
148.995;0.334937;-0.016425084;x0.37.csv
149.028;0.332561;-0.050842593;x0.37.csv
149.061;0.329381;-0.02933165;x0.37.csv
149.094;0.33118;-0.014254209;x0.37.csv
149.127;0.328612;0.007487374;x0.37.csv
149.16;0.330726;0.040489899;x0.37.csv
149.193;0.330429;0.083055556;x0.37.csv
149.226;0.342398;-0.027386364;x0.37.csv
149.259;0.327476;-0.10876431;x0.37.csv
149.292;0.32821;-0.009103535;x0.37.csv
149.325;0.330202;0.014366162;x0.37.csv
149.358;0.329887;0.021132155;x0.37.csv
149.391;0.332613;-0.01039899;x0.37.csv
149.424;0.328961;-0.030136364;x0.37.csv
149.457;0.328629;0.005902357;x0.37.csv
149.49;0.328909;0.04837963;x0.37.csv
149.523;0.33319;0.050875421;x0.37.csv
149.556;0.335636;-0.036520202;x0.37.csv
149.589;0.329014;-0.076719697;x0.37.csv
149.622;0.327703;-0.035318182;x0.37.csv
149.655;0.326445;0.018457071;x0.37.csv
149.688;0.329398;0.057696128;x0.37.csv
149.721;0.333067;0.018382155;x0.37.csv
149.754;0.330149;-0.01373569;x0.37.csv
149.787;0.330621;-0.007277778;x0.37.csv
149.82;0.330254;-0.008100168;x0.37.csv
149.853;0.329573;0.006075758;x0.37.csv
149.886;0.330289;0.023311448;x0.37.csv
149.919;0.332456;0.005895623;x0.37.csv
149.952;0.331547;-0.036084175;x0.37.csv
149.985;0.328489;-0.035477273;x0.37.csv
150.018;0.329188;-0.024206229;x0.37.csv
150.051;0.325711;0.018465488;x0.37.csv
150.084;0.329608;0.071868687;x0.37.csv
150.117;0.334518;0.018868687;x0.37.csv
150.15;0.331617;-0.052361953;x0.37.csv
150.183;0.327319;-0.028990741;x0.37.csv
150.216;0.328699;0.025118687;x0.37.csv
150.249;0.331023;0.02929798;x0.37.csv
150.282;0.331914;-0.002807239;x0.37.csv
150.315;0.330132;-0.018484007;x0.37.csv
150.348;0.329049;0.006954545;x0.37.csv
150.381;0.330953;0.022909091;x0.37.csv
150.414;0.332735;-0.014912458;x0.37.csv
150.447;0.329433;-0.040881313;x0.37.csv
150.48;0.328053;-0.014939394;x0.37.csv
150.513;0.329084;0.001186869;x0.37.csv
150.546;0.328227;0.0155;x0.37.csv
150.579;0.32987;0.031935185;x0.37.csv
150.612;0.331268;0.023474747;x0.37.csv
150.645;0.331128;0.018723064;x0.37.csv
150.678;0.332491;0.011369529;x0.37.csv
150.711;0.332858;-0.018343434;x0.37.csv
150.744;0.330499;-0.026304714;x0.37.csv
150.777;0.330114;-0.009579125;x0.37.csv
150.81;0.330446;-0.005377104;x0.37.csv
150.843;0.330709;-0.022191077;x0.37.csv
150.876;0.328035;-0.012694444;x0.37.csv
150.909;0.328507;0.031225589;x0.37.csv
150.942;0.330656;0.059496633;x0.37.csv
150.975;0.334221;0.037390572;x0.37.csv
151.008;0.333417;0.002868687;x0.37.csv
151.041;0.333819;-0.016544613;x0.37.csv
151.074;0.33167;-0.017150673;x0.37.csv
151.107;0.332491;-0.00794697;x0.37.csv
151.14;0.331914;-0.016781987;x0.37.csv
151.173;0.330307;0.002795455;x0.37.csv
151.206;0.332316;0.011516835;x0.37.csv
151.239;0.3316;0.002780303;x0.37.csv
151.272;0.334046;-0.04131734;x0.37.csv
151.305;0.32814;-0.064113636;x0.37.csv
151.338;0.326148;0.008075758;x0.37.csv
151.371;0.330866;0.028828283;x0.37.csv
151.404;0.329433;0.011927609;x0.37.csv
151.437;0.330499;0.016280303;x0.37.csv
151.47;0.331652;-0.010709596;x0.37.csv
151.503;0.329101;-0.015430976;x0.37.csv
151.536;0.330813;-0.02263468;x0.37.csv
151.569;0.326585;-0.001233165;x0.37.csv
151.602;0.330394;0.028208754;x0.37.csv
151.635;0.330027;0.015853535;x0.37.csv
151.668;0.33118;0.007899832;x0.37.csv
151.701;0.330534;-0.000895623;x0.37.csv
151.734;0.330726;0.003746633;x0.37.csv
151.767;0.330411;0.016150673;x0.37.csv
151.8;0.332264;0.015031145;x0.37.csv
151.833;0.332333;-0.012885522;x0.37.csv
151.866;0.331128;-0.031267677;x0.37.csv
151.899;0.329887;-0.031430135;x0.37.csv
151.932;0.327214;0.014578283;x0.37.csv
151.965;0.330429;0.066936027;x0.37.csv
151.998;0.335863;0.011664983;x0.37.csv
152.031;0.330569;-0.031489899;x0.37.csv
152.064;0.330761;0.001260101;x0.37.csv
152.097;0.331844;0.008041246;x0.37.csv
152.13;0.331477;0.012928451;x0.37.csv
152.163;0.333609;-0.008515993;x0.37.csv
152.196;0.329852;-0.004883838;x0.37.csv
152.229;0.33277;0.009755051;x0.37.csv
152.262;0.332491;-0.025208754;x0.37.csv
152.295;0.330551;-0.043155724;x0.37.csv
152.328;0.328489;-0.027777778;x0.37.csv
152.361;0.327721;0.016847643;x0.37.csv
152.394;0.329748;0.05229798;x0.37.csv
152.427;0.333469;0.023792929;x0.37.csv
152.46;0.332421;-0.031375421;x0.37.csv
152.493;0.329153;-0.026903199;x0.37.csv
152.526;0.328402;0.033195286;x0.37.csv
152.559;0.333329;0.042698653;x0.37.csv
152.592;0.334378;-0.032900673;x0.37.csv
152.625;0.32945;-0.067699495;x0.37.csv
152.658;0.328472;-0.055914141;x0.37.csv
152.691;0.324768;-0.01038468;x0.37.csv
152.724;0.326812;0.058251684;x0.37.csv
152.757;0.331739;0.042619529;x0.37.csv
152.79;0.330114;0.01006229;x0.37.csv
152.823;0.330988;0.010946128;x0.37.csv
152.856;0.330726;0.018927609;x0.37.csv
152.889;0.331739;0.039328283;x0.37.csv
152.922;0.334308;0.025678451;x0.37.csv
152.955;0.334884;-0.025239899;x0.37.csv
152.988;0.33291;-0.077332492;x0.37.csv
153.021;0.326637;-0.043711279;x0.37.csv
153.054;0.328629;0.026786195;x0.37.csv
153.087;0.331128;0.02806229;x0.37.csv
153.12;0.332176;-0.017550505;x0.37.csv
153.153;0.328489;-0.029077441;x0.37.csv
